"Song","Artist","Title","Quadrant","PQuad","MoodsTotal","Moods","MoodsFoundStr","MoodsStr","MoodsStrSplit","Genres","GenresStr","Sample","SampleURL"
"MT0003435704","Deana Carter","Absence of the Heart","Q3",0.666666666666667,6,5,"anguished, distraught, gloomy, sad, weary","Anguished/Distraught, Gloomy, Sad, Somber, Weary","Anguished, Distraught, Gloomy, Sad, Somber, Weary",2,"Country, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=6pfdoGg__Omg8vzneoC49_h0BJxFGWncDvRkmPV4knk=&f=J"
"MT0003442366","Still Breathing","Prevails","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",2,"Electronic, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=0dcrTuL0fkzQT5rk7-8F-v3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0003454112","Kenny G","Brahms' Lullaby","Q4",1,6,6,"innocent, precious, quiet, reserved, soft, spiritual","Innocent, Precious, Reserved, Soft/Quiet, Spiritual","Innocent, Precious, Reserved, Soft, Quiet, Spiritual",2,"Holiday, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=CFKZ8z-WTNc7Slv20rq0fDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0003462877","Against All Authority","All Fall Down","Q2",0.75,4,4,"cynical, fierce, outraged, sarcastic","Cynical/Sarcastic, Fierce, Outraged","Cynical, Sarcastic, Fierce, Outraged",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=uIUezmQSWS8Im-TNHzfcjYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0003501434","Ani DiFranco","Modulation","Q3",0.571428571428571,7,6,"cerebral, complex, difficult, gritty, intense, organic","Cerebral, Complex, Difficult, Gritty, Intense, Organic, Self-Conscious","Cerebral, Complex, Difficult, Gritty, Intense, Organic, Self-Conscious",2,"Folk, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=JZcB5iIoTojGDqOhbrTrMIapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0003530174","Taxi","Love Fool","Q3",0.666666666666667,3,3,"lonely, sad, technical","Lonely, Sad, Technical","Lonely, Sad, Technical",2,"Electronic, International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=yDQWDdyif4DCK2R6Py_xfYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0003542756","Ella Fitzgerald","You Turned the Tables on Me","Q3",0.625,8,8,"bitter, brooding, delicate, gloomy, quiet, sad, soft, weary","Bitter, Brooding, Delicate, Gloomy, Sad, Soft/Quiet, Weary","Bitter, Brooding, Delicate, Gloomy, Sad, Soft, Quiet, Weary",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XE_OgNC81Y5blXnXq8Kons2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0003546058","Within Reach","Underground Authority","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",3,"Electronic, International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Qgh5sbWhObA4f0h7ZZSFJ_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0003570082","Bunny Lee","Wet Dream","Q1",0.75,4,4,"humorous, sexual, sexy, trashy","Humorous, Sexual, Sexy, Trashy","Humorous, Sexual, Sexy, Trashy",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xV2Zbsn2TkILJbs6F0xyiM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0003594672","Nickel Creek","Ode to a Butterfly","Q1",0.666666666666667,3,3,"cheerful, happy, whimsical","Cheerful, Happy, Whimsical","Cheerful, Happy, Whimsical",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=T6LOXz4GpDXSw-0bVqno3f3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0003601752","Einstürzende Neubauten","Jet'm","Q3",0.625,8,8,"bleak, cerebral, detached, harsh, manic, menacing, ominous, volatile","Bleak, Cerebral, Detached, Harsh, Manic, Menacing, Ominous, Volatile","Bleak, Cerebral, Detached, Harsh, Manic, Menacing, Ominous, Volatile",2,"Pop/Rock, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=w_Vx0z96Ax4x-DwWTk6SyPQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0003603772","The Isley Brothers","I Like","Q1",1,4,4,"energetic, romantic, sexual, sexy","Energetic, Romantic, Sexual, Sexy","Energetic, Romantic, Sexual, Sexy",1,"R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Thwpb50h6al4MY6oL9hObmjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0003639120","Kraut","Pyramids","Q2",1,4,4,"angry, fierce, hostile, reckless","Angry, Fierce, Hostile, Reckless","Angry, Fierce, Hostile, Reckless",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=hLrJUzeP8ekf9NJhali69vh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0003669917","Third Day","Come Together","Q1",0.666666666666667,3,3,"happy, rousing, uplifting","Happy, Rousing, Uplifting","Happy, Rousing, Uplifting",1,"Religious",1,"http://rovimusic.rovicorp.com/playback.mp3?c=B5_PvIAAF7fU-YrXlQXdIqwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0003710207","Eva Cassidy","Wade in the Water","Q4",1,5,5,"bittersweet, calm, peaceful, soothing, sweet","Bittersweet, Calm/Peaceful, Soothing, Sweet","Bittersweet, Calm, Peaceful, Soothing, Sweet",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=E29E6K-ITUrq1zV3mBEJX4apJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0003724610","Michael Jackson","2000 Watts","Q1",0.666666666666667,3,3,"explosive, lively, strong","Explosive, Lively, Strong","Explosive, Lively, Strong",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=fxT4w3qtI2VTrKkN4rXpkvQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0003778826","Kenny Chesney","For the First Time","Q4",0.666666666666667,6,5,"bright, innocent, relaxed, reserved, soothing","Bright, Innocent, Pastoral, Relaxed, Reserved, Soothing","Bright, Innocent, Pastoral, Relaxed, Reserved, Soothing",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=_Ld_3DkggXqjh_-dMAgBW82KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0003782002","Pungent Stench","Mortuary Love Affair","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",2,"International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Rz1xWEg0s6I-DfbLU4V1F_KUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0003787478","Sizzla Kalonji","Kill Yuh","Q2",0.571428571428571,7,6,"angry, bitter, harsh, hostile, reckless, snide","Angry, Bitter, Harsh, Hostile, Malevolent, Reckless, Snide","Angry, Bitter, Harsh, Hostile, Malevolent, Reckless, Snide",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=B4EvCLXG6S5zC7anlb8dKPKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0003788939","Backstreet Boys","It's Gotta Be You","Q1",0.75,4,3,"happy, intense, theatrical","Celebratory, Happy, Intense, Theatrical","Celebratory, Happy, Intense, Theatrical",2,"Electronic, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=_sCjwb_SJG3PKV2lQaaw5qwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0003794106","Stevie Wonder","Front Line","Q1",0.666666666666667,3,3,"positive, serious, strong","Positive, Serious, Strong","Positive, Serious, Strong",1,"R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=pHpRDCkW4EB6q1lWOuGK_s2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0003807077","Deep Dish","Slippin' into Darkness","Q2",0.6,5,5,"anguished, anxious, bleak, distraught, tense","Anguished/Distraught, Bleak, Tense/Anxious","Anguished, Distraught, Bleak, Tense, Anxious",2,"Pop/Rock, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=sTCFczENwU2Oj-NlQ0lYJPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0003863509","Johnny Paycheck","It Won't Be Long (And I'll Be Hating You)","Q3",0.75,4,4,"anguished, bitter, distraught, greasy","Anguished/Distraught, Bitter, Greasy","Anguished, Distraught, Bitter, Greasy",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=liEVmlBAVt9TO2NrPsjQ5fh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0003900455","Trilok Gurtu","Languages of Conscious Thought","Q2",0.666666666666667,3,3,"explosive, jittery, nervous","Explosive, Nervous/Jittery","Explosive, Nervous, Jittery",3,"Electronic, International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=-rxqF2dVFx1wFXoUv54FeYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0003903675","Cher","Dead Ringer for Love","Q1",0.555555555555556,9,6,"dramatic, elaborate, energetic, passionate, playful, theatrical","Boisterous, Celebratory, Dramatic, Elaborate, Energetic, Passionate, Playful, Rambunctious, Theatrical","Boisterous, Celebratory, Dramatic, Elaborate, Energetic, Passionate, Playful, Rambunctious, Theatrical",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=2tVaNw9IuIouiPd-BhS2Mfh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0003930610","Fennesz","The Point of It All","Q3",0.571428571428571,7,6,"cerebral, clinical, complex, difficult, elaborate, intense","Cerebral, Clinical, Complex, Difficult, Elaborate, Intense, Restrained","Cerebral, Clinical, Complex, Difficult, Elaborate, Intense, Restrained",3,"Avant-Garde, Electronic, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=vteximdBDVmB5ENY1xddjDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0003935485","Einstürzende Neubauten","Blume","Q3",0.555555555555556,9,9,"bleak, cerebral, detached, fiery, harsh, manic, menacing, ominous, volatile","Bleak, Cerebral, Detached, Fiery, Harsh, Manic, Menacing, Ominous, Volatile","Bleak, Cerebral, Detached, Fiery, Harsh, Manic, Menacing, Ominous, Volatile",2,"Pop/Rock, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=_CaI4SKmu72954dshPddaDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0003949060","Gipsy Kings","Como Ayer","Q1",0.75,4,3,"fiery, sexy, spicy","Cathartic, Fiery, Sexy, Spicy","Cathartic, Fiery, Sexy, Spicy",2,"International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=84KalHHKNpltgzqAGcWdHM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0003956612","Erroll Garner","Pavanne (The Lamp Is Low)","Q4",1,3,3,"nocturnal, soothing, whimsical","Nocturnal, Soothing, Whimsical","Nocturnal, Soothing, Whimsical",2,"Classical, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=A8g4bIsJ55uErF7sTi0mJawfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0003968586","...And Oceans","Postfuturistika","Q2",0.75,4,4,"explosive, jittery, negative, nervous","Explosive, Negative, Nervous/Jittery","Explosive, Negative, Nervous, Jittery",3,"Electronic, International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=GLHU-tudo0q1DHM-Oumzt2jIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0004027946","Jackie McLean","Entrapment","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=s2PLmc8_axMxrMdlQooAWKwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0004028719","Grandmaster Flash","White Lines (Don't Don't Do It)","Q2",0.666666666666667,3,3,"eerie, manic, paranoid","Eerie, Manic, Paranoid","Eerie, Manic, Paranoid",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=7g1efJ7psFblrLKikiyCyYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0004032071","Dimitri from Paris","High Priestess","Q1",0.666666666666667,3,3,"euphoric, pure, thrilling","Euphoric, Pure, Thrilling","Euphoric, Pure, Thrilling",2,"Easy Listening, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=h3vZFyqaDeNNq2hqXyh23_3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0004036096","Kenny G","Silver Bells","Q4",1,9,9,"innocent, light, precious, quiet, reserved, soft, soothing, spiritual, sweet","Innocent, Light, Precious, Reserved, Soft/Quiet, Soothing, Spiritual, Sweet","Innocent, Light, Precious, Reserved, Soft, Quiet, Soothing, Spiritual, Sweet",2,"Holiday, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=CFKZ8z-WTNc7Slv20rq0fPKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0004037272","Gilberto Gil","Expresso 2222","Q1",0.666666666666667,3,3,"exciting, sparkling, spicy","Exciting, Sparkling, Spicy","Exciting, Sparkling, Spicy",1,"International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=s2-ZhVZRGC96E1O1-l--4PKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0004068560","Demonoid","Firestorms","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",3,"Electronic, International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=ql6DbmLDl7cOXbMwUiKBffh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0004082588","Dead Can Dance","Persian Love Song","Q3",0.714285714285714,7,5,"bleak, brooding, cerebral, detached, gloomy","Bleak, Brooding, Cerebral, Detached, Gloomy, Somber, Wintry","Bleak, Brooding, Cerebral, Detached, Gloomy, Somber, Wintry",3,"Jazz, New Age, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=nFQN-8sRtpWKO1dECuB73c2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0004085907","Grandmaster Flash","Vice","Q2",0.6,5,5,"anxious, exciting, fiery, tense, uncompromising","Exciting, Fiery, Tense/Anxious, Uncompromising","Exciting, Fiery, Tense, Anxious, Uncompromising",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=5A56VlXrf4UCWlVsF1AK8fh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0004089549","Ricky Skaggs","Memories of Mother","Q4",1,3,3,"organic, reverent, spiritual","Organic, Reverent, Spiritual","Organic, Reverent, Spiritual",2,"Country, Religious",1,"http://rovimusic.rovicorp.com/playback.mp3?c=NOfVn8kPwX-39IxGOIgkvPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0004093767","Eliane Elias","Where Did You Go","Q4",0.666666666666667,3,3,"agreeable, dreamy, sensual","Agreeable, Dreamy, Sensual","Agreeable, Dreamy, Sensual",3,"Easy Listening, International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=uwSvKdH9lKpTx1vXGm4fovKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0004122617","Caetano Veloso","Soy Loco por Ti América","Q1",0.571428571428571,7,6,"eccentric, elaborate, giddy, humorous, joyous, sparkling","Eccentric, Elaborate, Giddy, Gleeful, Humorous, Joyous, Sparkling","Eccentric, Elaborate, Giddy, Gleeful, Humorous, Joyous, Sparkling",1,"International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=yycqEKltfFLRruBDz6h_5DqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0004131058","Clifton Chenier","Ain't No Need of Cryin'","Q3",0.666666666666667,3,3,"greasy, lazy, spicy","Greasy, Lazy, Spicy","Greasy, Lazy, Spicy",3,"International, Blues, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=KEBXU61oXdcG3ReF0O1kYTqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0004141823","Miami Sound Machine","Conga","Q1",1,3,3,"fiery, joyous, spicy","Fiery, Joyous, Spicy","Fiery, Joyous, Spicy",3,"Electronic, Pop/Rock, Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=kWqBqDamjaEd4bUeyguaEawfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0004232099","Ella Fitzgerald","Suppertime","Q3",0.714285714285714,7,6,"bitter, brooding, gloomy, rustic, sad, weary","Bitter, Brooding, Cathartic, Gloomy, Rustic, Sad, Weary","Bitter, Brooding, Cathartic, Gloomy, Rustic, Sad, Weary",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=90OoPXJGUiSLwKRBt0Ola_KUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0004263956","Leonard Feather","Blues Montage","Q3",0.6,5,5,"cynical, eccentric, greasy, lazy, sarcastic","Cynical/Sarcastic, Eccentric, Greasy, Lazy","Cynical, Sarcastic, Eccentric, Greasy, Lazy",1,"Comedy/Spoken",1,"http://rovimusic.rovicorp.com/playback.mp3?c=oVG8mWJ4QLz5ACC1W65WO4apJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0004274911","Handsome Boy Modeling School","Breakdown","Q4",0.6,5,3,"agreeable, calm, peaceful","Agreeable, Calm/Peaceful, Summery, Swinging","Agreeable, Calm, Peaceful, Summery, Swinging",2,"Pop/Rock, Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=3V8gNUgu9qvWCJa8NNicLZjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0004287283","Jimmy Reed","Slow Walking Mama","Q3",0.75,4,3,"greasy, lazy, messy","Greasy, Lazy, Messy, Sparse","Greasy, Lazy, Messy, Sparse",2,"Blues, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=VfTd3TS8mBzPJeG02e6Mi2jIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0004290389","Momus","The Lady of Shalott","Q3",0.555555555555556,9,9,"atmospheric, bitter, brooding, cerebral, cold, complex, eccentric, nocturnal, quirky","Atmospheric, Bitter, Brooding, Cerebral, Cold, Complex, Eccentric, Nocturnal, Quirky","Atmospheric, Bitter, Brooding, Cerebral, Cold, Complex, Eccentric, Nocturnal, Quirky",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=lrgCXIW0ZKAFQkicQHkf6DqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0004293364","Redman","Gilla House Check","Q2",0.555555555555556,9,7,"anxious, menacing, rebellious, reckless, snide, tense, uncompromising","Hedonistic, Menacing, Rebellious, Reckless, Snide, Tense/Anxious, Thuggish, Uncompromising","Hedonistic, Menacing, Rebellious, Reckless, Snide, Tense, Anxious, Thuggish, Uncompromising",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=HJYxkgstcp5rZKPPRkmibPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0004316859","Jerry Goldsmith","Nervous Man in a Four Dollar Room","Q2",0.6,10,8,"anxious, eerie, exciting, ominous, paranoid, sparkling, spooky, tense","Eerie, Exciting, Ominous, Paranoid, Sparkling, Spooky, Tense/Anxious, Trippy, Unsettling","Eerie, Exciting, Ominous, Paranoid, Sparkling, Spooky, Tense, Anxious, Trippy, Unsettling",1,"Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=rdf-DJjmZk3T-gKBHDa0JjqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0004331116","Burt Bacharach","In Our Time","Q4",0.666666666666667,9,7,"agreeable, calm, dreamy, optimistic, peaceful, positive, relaxed","Agreeable, Calm/Peaceful, Dreamy, Optimistic, Positive, Pulsing, Relaxed, Striding","Agreeable, Calm, Peaceful, Dreamy, Optimistic, Positive, Pulsing, Relaxed, Striding",2,"International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=L0slY11Lv-RFE6JpbfXQQYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0004339430","Chick Webb","Liza (All the Clouds'll Roll Away)","Q1",0.666666666666667,3,3,"happy, joyous, whimsical","Happy, Joyous, Whimsical","Happy, Joyous, Whimsical",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Vrp3b_wpbuBhaBkyyr4tUPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0004342301","Michael Hurley","Barbera Allen","Q3",0.666666666666667,3,3,"gloomy, sad, serious","Gloomy, Sad, Serious","Gloomy, Sad, Serious",3,"Country, Folk, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Yq9CtpgK77rQF-YWT23MkvQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0004428604","Earth, Wind & Fire","Fan the Fire","Q1",0.75,4,3,"lively, strong, thrilling","Lively, Strong, Swinging, Thrilling","Lively, Strong, Swinging, Thrilling",3,"Electronic, Pop/Rock, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=BILRDVNWFyfeGn5fCpAH9_3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0004447086","One Man Army and the Undead Quartet","Such a Sick Boy","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",3,"Electronic, International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=KvpLDcKfC1CUbyYj09lYGTqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0004447226","Billie Holiday","Me, Myself and I","Q1",0.6,5,5,"cheerful, happy, joyous, light, sweet","Cheerful, Happy, Joyous, Light, Sweet","Cheerful, Happy, Joyous, Light, Sweet",3,"Jazz, Vocal, Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=GKB-KXT4HAJrgRDGleFi94apJnH0KBK7tayJ1L1z1aM=&f=I"
"MT0004459450","U.K. Subs","War on the Pentagon","Q2",0.5625,16,12,"angry, anxious, fierce, fiery, hostile, menacing, rebellious, reckless, rowdy, tense, urgent, volatile","Angry, Cathartic, Confrontational, Fierce, Fiery, Hostile, Menacing, Raucous, Rebellious, Reckless, Rowdy, Tense/Anxious, Urgent, Visceral, Volatile","Angry, Cathartic, Confrontational, Fierce, Fiery, Hostile, Menacing, Raucous, Rebellious, Reckless, Rowdy, Tense, Anxious, Urgent, Visceral, Volatile",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=V0hy9zJpeUwJIgrCj9WjWs2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0004511265","Refused","This Trust Will Kill Again","Q2",1,3,3,"aggressive, angry, rebellious","Aggressive, Angry, Rebellious","Aggressive, Angry, Rebellious",3,"Electronic, International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=eQwYnKw0kFsrEjm75dMqtJjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0004537445","Digable Planets","Where I'm From","Q4",0.583333333333333,12,9,"bravado, calm, cerebral, nocturnal, peaceful, relaxed, reserved, slick, whimsical","Bravado, Calm/Peaceful, Cerebral, Nocturnal, Relaxed, Reserved, Slick, Street-Smart, Summery, Trippy, Whimsical","Bravado, Calm, Peaceful, Cerebral, Nocturnal, Relaxed, Reserved, Slick, Street-Smart, Summery, Trippy, Whimsical",2,"Rap, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Te_BjJNT1WYYdsZxWxcsEzqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0004558461","Crucifucks","Artificial Girl","Q2",0.571428571428571,7,6,"cynical, outrageous, reckless, sarcastic, snide, trashy","Cynical/Sarcastic, Nihilistic, Outrageous, Reckless, Snide, Trashy","Cynical, Sarcastic, Nihilistic, Outrageous, Reckless, Snide, Trashy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=G3GhzfIEHIwlQtLK7FgXUzqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0004584067","Don Williams","Ride On","Q4",1,3,3,"calm, optimistic, peaceful","Calm/Peaceful, Optimistic","Calm, Peaceful, Optimistic",2,"Country, International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=RzzyTzb-XNqyHJ8ZQ5hhVs2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0004609722","Charlie Poole & the North Carolina Ramblers","There'll Come a Time","Q3",0.666666666666667,3,3,"circular, greasy, messy","Circular, Greasy, Messy","Circular, Greasy, Messy",3,"Folk, Country, International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xOrpPowSQeWbQx5v3vfnd_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0004645468","Raunchy","9 - 5","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",2,"International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=qa7G0HmBEmr_4YLtL9PL6pjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0004669603","Xavier Cugat","Tico-Tico","Q1",1,3,3,"eccentric, giddy, spicy","Eccentric, Giddy, Spicy","Eccentric, Giddy, Spicy",3,"Latin, Easy Listening, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=n-7pkSZmtidx9Xc8G1ClkGjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0004683099","Chic","We Are Family","Q1",0.625,8,6,"carefree, cheerful, fun, happy, sensual, sexy","Carefree, Celebratory, Cheerful, Exuberant, Fun, Happy, Sensual, Sexy","Carefree, Celebratory, Cheerful, Exuberant, Fun, Happy, Sensual, Sexy",1,"R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=IKh66MMvBSledDO9VgeyI_3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0004693207","Maria Muldaur","TB Blues","Q3",0.6,5,3,"detached, gloomy, lazy","Detached, Gloomy, Lazy, Self-Conscious, Somber","Detached, Gloomy, Lazy, Self-Conscious, Somber",2,"Blues, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=L8RetiDaRg8NZXazA8Is8c2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0004711079","Dave Barbour & the Brazilians","Mañana (Is Soon Enough for Me)","Q1",0.571428571428571,7,6,"carefree, cheerful, fun, theatrical, whimsical, witty","Carefree, Cheerful, Fun, Summery, Theatrical, Whimsical, Witty","Carefree, Cheerful, Fun, Summery, Theatrical, Whimsical, Witty",2,"Vocal, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=hrQlr___0ocSFl3OiOU9XpjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0004715422","The Distillers","I Understand","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",3,"Electronic, International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Rojq7Evq7Q-2uC30DnDkyM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0004751933","Celia Cruz","La Campeona","Q1",0.75,4,3,"gutsy, sexy, spicy","Brassy, Gutsy, Sexy, Spicy","Brassy, Gutsy, Sexy, Spicy",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=GKZVF8voWp76-7o9uEb_86wfpsQHuOlGC4-o-yXc8Os=&f=J"
