Feature;Name;Toolbox;Category;Family;Parent;Description
F0350;Tonal Centroid 6 (min);MIR Toolbox 1.6.1;Harmony;Tonal Centroid;Tonal Centroid 6;The 6-dimensional tonal centroid vector from the chromagram.
F0351;Harmonic Change Detection Function (mean);MIR Toolbox 1.6.1;Harmony;Harmonic Change Detection Function;Harmonic Change Detection Function;The Harmonic Change Detection Function (HCDF) is the flux of the tonal centroid .
F0352;Harmonic Change Detection Function (std);MIR Toolbox 1.6.1;Harmony;Harmonic Change Detection Function;Harmonic Change Detection Function;The Harmonic Change Detection Function (HCDF) is the flux of the tonal centroid .
F0353;Harmonic Change Detection Function (skewness);MIR Toolbox 1.6.1;Harmony;Harmonic Change Detection Function;Harmonic Change Detection Function;The Harmonic Change Detection Function (HCDF) is the flux of the tonal centroid .
F0354;Harmonic Change Detection Function (kurtosis);MIR Toolbox 1.6.1;Harmony;Harmonic Change Detection Function;Harmonic Change Detection Function;The Harmonic Change Detection Function (HCDF) is the flux of the tonal centroid .
F0355;Harmonic Change Detection Function (max);MIR Toolbox 1.6.1;Harmony;Harmonic Change Detection Function;Harmonic Change Detection Function;The Harmonic Change Detection Function (HCDF) is the flux of the tonal centroid .
F0356;Harmonic Change Detection Function (min);MIR Toolbox 1.6.1;Harmony;Harmonic Change Detection Function;Harmonic Change Detection Function;The Harmonic Change Detection Function (HCDF) is the flux of the tonal centroid .
F0357;Similarity Matrix (mean);MIR Toolbox 1.6.1;Musical Form;Similarity Matrix;Similarity Matrix;A similarity matrix shows the similarity between all possible pairs of frames from the input data. Sumarization with these statistics is probably completely unuseful.
F0358;Similarity Matrix (std);MIR Toolbox 1.6.1;Musical Form;Similarity Matrix;Similarity Matrix;A similarity matrix shows the similarity between all possible pairs of frames from the input data. Sumarization with these statistics is probably completely unuseful.
F0359;Similarity Matrix (skewness);MIR Toolbox 1.6.1;Musical Form;Similarity Matrix;Similarity Matrix;A similarity matrix shows the similarity between all possible pairs of frames from the input data. Sumarization with these statistics is probably completely unuseful.
F0360;Similarity Matrix (kurtosis);MIR Toolbox 1.6.1;Musical Form;Similarity Matrix;Similarity Matrix;A similarity matrix shows the similarity between all possible pairs of frames from the input data. Sumarization with these statistics is probably completely unuseful.
F0361;TEST-Adjacent Frames Similarity (mean);MIR Toolbox 1.6.1;Musical Form;TEST-Adjacent Frames Similarity;TEST-Adjacent Frames Similarity;Just a fast idea, comparing similarity of adjacent frames in the song. (Update: Seems a less polished version of the Novelty feature).
F0362;TEST-Adjacent Frames Similarity (std);MIR Toolbox 1.6.1;Musical Form;TEST-Adjacent Frames Similarity;TEST-Adjacent Frames Similarity;Just a fast idea, comparing similarity of adjacent frames in the song. (Update: Seems a less polished version of the Novelty feature).
F0363;TEST-Adjacent Frames Similarity (skewness);MIR Toolbox 1.6.1;Musical Form;TEST-Adjacent Frames Similarity;TEST-Adjacent Frames Similarity;Just a fast idea, comparing similarity of adjacent frames in the song. (Update: Seems a less polished version of the Novelty feature).
F0364;TEST-Adjacent Frames Similarity (kurtosis);MIR Toolbox 1.6.1;Musical Form;TEST-Adjacent Frames Similarity;TEST-Adjacent Frames Similarity;Just a fast idea, comparing similarity of adjacent frames in the song. (Update: Seems a less polished version of the Novelty feature).
F0365;Novelty (mean);MIR Toolbox 1.6.1;Musical Form;Novelty;Novelty;The novelty curve represents the probability along time of the presence of transitions between successive states, indicated by peaks, as well as their relative importance, indicated by the peak heights.
F0366;Novelty (std);MIR Toolbox 1.6.1;Musical Form;Novelty;Novelty;The novelty curve represents the probability along time of the presence of transitions between successive states, indicated by peaks, as well as their relative importance, indicated by the peak heights.
F0367;Novelty (skewness);MIR Toolbox 1.6.1;Musical Form;Novelty;Novelty;The novelty curve represents the probability along time of the presence of transitions between successive states, indicated by peaks, as well as their relative importance, indicated by the peak heights.
F0368;Novelty (kurtosis);MIR Toolbox 1.6.1;Musical Form;Novelty;Novelty;The novelty curve represents the probability along time of the presence of transitions between successive states, indicated by peaks, as well as their relative importance, indicated by the peak heights.
F0369;Novelty (max);MIR Toolbox 1.6.1;Musical Form;Novelty;Novelty;The novelty curve represents the probability along time of the presence of transitions between successive states, indicated by peaks, as well as their relative importance, indicated by the peak heights.
F0370;Novelty (min);MIR Toolbox 1.6.1;Musical Form;Novelty;Novelty;The novelty curve represents the probability along time of the presence of transitions between successive states, indicated by peaks, as well as their relative importance, indicated by the peak heights.
F0371;ZeroCrossings (MeanA/MeanM);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0372;Centroid (MeanA/MeanM);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0373;Rolloff (MeanA/MeanM);Marsyas;Tone Color;Rolloff;Rolloff;to be added later
F0374;Flux (MeanA/MeanM);Marsyas;Tone Color;Flux;Flux;to be added later
F0375;MFCC0 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC0;to be added later
F0376;MFCC1 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC1;to be added later
F0377;MFCC2 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC2;to be added later
F0378;MFCC3 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC3;to be added later
F0379;MFCC4 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC4;to be added later
F0380;MFCC5 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC5;to be added later
F0381;MFCC6 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC6;to be added later
F0382;MFCC7 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC7;to be added later
F0383;MFCC8 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC8;to be added later
F0384;MFCC9 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC9;to be added later
F0385;MFCC10 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC10;to be added later
F0386;MFCC11 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC11;to be added later
F0387;MFCC12 (MeanA/MeanM);Marsyas;Tone Color;MFCC;MFCC12;to be added later
F0388;Chroma_A (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_A;to be added later
F0389;Chroma_A# (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_A#;to be added later
F0390;Chroma_B (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_B;to be added later
F0391;Chroma_C (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_C;to be added later
F0392;Chroma_C# (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_C#;to be added later
F0393;Chroma_D (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_D;to be added later
F0394;Chroma_D# (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_D#;to be added later
F0395;Chroma_E (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_E;to be added later
F0396;Chroma_F (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_F;to be added later
F0397;Chroma_F# (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_F#;to be added later
F0398;Chroma_G (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_G;to be added later
F0399;Chroma_G# (MeanA/MeanM);Marsyas;Harmony;Chroma;Chroma_G#;to be added later
F0400;Average_Chroma_A (MeanA/MeanM);Marsyas;Harmony;Chroma;Average_Chroma_A;to be added later
F0401;Minimum_Chroma_A (MeanA/MeanM);Marsyas;Harmony;Chroma;Minimum_Chroma_A;to be added later
F0402;ZeroCrossings (MeanA/StdM);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0403;Centroid (MeanA/StdM);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0404;Rolloff (MeanA/StdM);Marsyas;Tone Color;Rolloff;Rolloff;to be added later
F0405;Flux (MeanA/StdM);Marsyas;Tone Color;Flux;Flux;to be added later
F0406;MFCC0 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC0;to be added later
F0407;MFCC1 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC1;to be added later
F0408;MFCC2 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC2;to be added later
F0409;MFCC3 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC3;to be added later
F0410;MFCC4 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC4;to be added later
F0411;MFCC5 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC5;to be added later
F0412;MFCC6 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC6;to be added later
F0413;MFCC7 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC7;to be added later
F0414;MFCC8 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC8;to be added later
F0415;MFCC9 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC9;to be added later
F0416;MFCC10 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC10;to be added later
F0417;MFCC11 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC11;to be added later
F0418;MFCC12 (MeanA/StdM);Marsyas;Tone Color;MFCC;MFCC12;to be added later
F0419;Chroma_A (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_A;to be added later
F0420;Chroma_A# (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_A#;to be added later
F0421;Chroma_B (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_B;to be added later
F0422;Chroma_C (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_C;to be added later
F0423;Chroma_C# (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_C#;to be added later
F0424;Chroma_D (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_D;to be added later
F0425;Chroma_D# (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_D#;to be added later
F0426;Chroma_E (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_E;to be added later
F0427;Chroma_F (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_F;to be added later
F0428;Chroma_F# (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_F#;to be added later
F0429;Chroma_G (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_G;to be added later
F0430;Chroma_G# (MeanA/StdM);Marsyas;Harmony;Chroma;Chroma_G#;to be added later
F0431;Average_Chroma_A (MeanA/StdM);Marsyas;Harmony;Chroma;Average_Chroma_A;to be added later
F0432;Minimum_Chroma_A (MeanA/StdM);Marsyas;Harmony;Chroma;Minimum_Chroma_A;to be added later
F0433;ZeroCrossings (StdA/MeanM);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0434;Centroid (StdA/MeanM);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0435;Rolloff (StdA/MeanM);Marsyas;Tone Color;Rolloff;Rolloff;to be added later
F0436;Flux (StdA/MeanM);Marsyas;Tone Color;Flux;Flux;to be added later
F0437;MFCC0 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC0;to be added later
F0438;MFCC1 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC1;to be added later
F0439;MFCC2 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC2;to be added later
F0440;MFCC3 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC3;to be added later
F0441;MFCC4 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC4;to be added later
F0442;MFCC5 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC5;to be added later
F0443;MFCC6 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC6;to be added later
F0444;MFCC7 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC7;to be added later
F0445;MFCC8 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC8;to be added later
F0446;MFCC9 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC9;to be added later
F0447;MFCC10 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC10;to be added later
F0448;MFCC11 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC11;to be added later
F0449;MFCC12 (StdA/MeanM);Marsyas;Tone Color;MFCC;MFCC12;to be added later
F0450;Chroma_A (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_A;to be added later
F0451;Chroma_A# (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_A#;to be added later
F0452;Chroma_B (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_B;to be added later
F0453;Chroma_C (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_C;to be added later
F0454;Chroma_C# (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_C#;to be added later
F0455;Chroma_D (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_D;to be added later
F0456;Chroma_D# (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_D#;to be added later
F0457;Chroma_E (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_E;to be added later
F0458;Chroma_F (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_F;to be added later
F0459;Chroma_F# (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_F#;to be added later
F0460;Chroma_G (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_G;to be added later
F0461;Chroma_G# (StdA/MeanM);Marsyas;Harmony;Chroma;Chroma_G#;to be added later
F0462;Average_Chroma_A (StdA/MeanM);Marsyas;Harmony;Chroma;Average_Chroma_A;to be added later
F0463;Minimum_Chroma_A (StdA/MeanM);Marsyas;Harmony;Chroma;Minimum_Chroma_A;to be added later
F0464;ZeroCrossings (StdA/StdM);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0465;Centroid (StdA/StdM);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0466;Rolloff (StdA/StdM);Marsyas;Tone Color;Rolloff;Rolloff;to be added later
F0467;Flux (StdA/StdM);Marsyas;Tone Color;Flux;Flux;to be added later
F0468;MFCC0 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC0;to be added later
F0469;MFCC1 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC1;to be added later
F0470;MFCC2 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC2;to be added later
F0471;MFCC3 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC3;to be added later
F0472;MFCC4 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC4;to be added later
F0473;MFCC5 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC5;to be added later
F0474;MFCC6 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC6;to be added later
F0475;MFCC7 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC7;to be added later
F0476;MFCC8 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC8;to be added later
F0477;MFCC9 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC9;to be added later
F0478;MFCC10 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC10;to be added later
F0479;MFCC11 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC11;to be added later
F0480;MFCC12 (StdA/StdM);Marsyas;Tone Color;MFCC;MFCC12;to be added later
F0481;Chroma_A (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_A;to be added later
F0482;Chroma_A# (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_A#;to be added later
F0483;Chroma_B (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_B;to be added later
F0484;Chroma_C (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_C;to be added later
F0485;Chroma_C# (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_C#;to be added later
F0486;Chroma_D (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_D;to be added later
F0487;Chroma_D# (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_D#;to be added later
F0488;Chroma_E (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_E;to be added later
F0489;Chroma_F (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_F;to be added later
F0490;Chroma_F# (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_F#;to be added later
F0491;Chroma_G (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_G;to be added later
F0492;Chroma_G# (StdA/StdM);Marsyas;Harmony;Chroma;Chroma_G#;to be added later
F0493;Average_Chroma_A (StdA/StdM);Marsyas;Harmony;Chroma;Average_Chroma_A;to be added later
F0494;Minimum_Chroma_A (StdA/StdM);Marsyas;Harmony;Chroma;Minimum_Chroma_A;to be added later
F0495;ZeroCrossings (mean);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0496;ZeroCrossings (std);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0497;ZeroCrossings (skewness);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0498;ZeroCrossings (kurtosis);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0499;ZeroCrossings (max);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0500;ZeroCrossings (min);Marsyas;Tone Color;Zero Crossing Rate;Zero Crossing Rate;to be added later
F0501;Centroid (mean);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0502;Centroid (std);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0503;Centroid (skewness);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0504;Centroid (kurtosis);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0505;Centroid (max);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
F0506;Centroid (min);Marsyas;Tone Color;Spectral Moments;Centroid;to be added later
